transaction_id,customer_id,transaction_date,transaction_amount,transaction_type,channel,merchant_category,merchant_name,customer_segment,fraud_flag,fraud_type,risk_score,fraud_rule_score,ml_anomaly_score_norm,final_risk_score,final_alert_tier,rules_triggered,alert_tier,chargeback_flag,refund_flag,reversal_flag,net_pnl_impact,fraud_loss,chargeback_loss
TXN-00041975,CUST-003404,2024-03-30,5945.96,Wire Transfer,Mobile Banking,Retail / General Merchandise,Walmart,Retail,1,Card Not Present Fraud,90,32.62,93.44,70.95,VERY HIGH,6,Yellow,1,0,0,-12159.74,5945.96,6243.26
TXN-00004988,CUST-003329,2024-03-24,11799.68,Payment,Mobile Banking,Insurance,Allstate,Retail,1,First Party Fraud,94,29.08,92.92,70.95,VERY HIGH,5,Yellow,1,0,0,-12401.85,0.0,12389.66
TXN-00038975,CUST-005900,2024-03-21,43210.9,Transfer,ATM,Education,Khan Academy,Premium,1,Friendly Fraud,92,29.08,95.15,70.92,VERY HIGH,5,Yellow,1,0,0,-45285.47,0.0,45371.45
TXN-00015639,CUST-001102,2024-01-17,113.54,Deposit,ATM,Financial Services / Money Transfer,PayPal,Student,1,Identity Theft,95,29.79,90.78,70.91,VERY HIGH,6,Yellow,1,0,0,-119.87,0.0,119.22
TXN-00044743,CUST-000559,2024-10-25,74880.56,Transfer,POS Terminal,Retail / General Merchandise,Costco,SME,1,Account Takeover,87,33.33,95.98,70.91,VERY HIGH,6,Yellow,0,0,0,-74731.08,74880.56,0.0
TXN-00008129,CUST-000483,2024-07-18,51815.9,Withdrawal,API/Open Banking,Education,Khan Academy,Premium,1,Mule Account,90,31.91,94.08,70.89,VERY HIGH,6,Yellow,0,0,0,-52.32,0.0,0.0
TXN-00045995,CUST-000404,2024-01-07,822629.62,Wire Transfer,USSD,Healthcare & Pharmacy,Boots,Corporate,1,Synthetic Identity,86,31.91,98.71,70.88,VERY HIGH,6,Yellow,0,0,0,-818516.96,822629.62,0.0
TXN-00036689,CUST-002348,2024-07-12,6169.35,Transfer,Branch,Auto & Transportation,National Car,Retail,1,Phishing,91,31.21,93.69,70.88,VERY HIGH,6,Yellow,0,0,0,-6157.32,6169.35,0.0
TXN-00016821,CUST-003759,2024-11-15,1175.6,Purchase,Mobile Banking,Utilities & Telecom,Verizon,Retail,1,Phishing,100,23.4,92.28,70.87,VERY HIGH,5,Yellow,1,0,0,-1229.39,0.0,1234.38
TXN-00005570,CUST-001573,2024-09-14,75861.33,Card Not Present,Mobile Banking,Fuel & Petroleum,Chevron,SME,1,SIM Swap,91,31.21,93.65,70.87,VERY HIGH,6,Yellow,0,0,0,-0.11,0.0,0.0
TXN-00042173,CUST-004047,2023-09-11,1795.77,Payment,Branch,Gaming & Gambling,FanDuel,Retail,1,Friendly Fraud,98,26.95,90.46,70.87,VERY HIGH,5,Yellow,0,0,0,-2.29,0.0,0.0
TXN-00017438,CUST-006900,2024-11-18,8541.58,Transfer,USSD,Utilities & Telecom,Comcast,Retail,1,Identity Theft,86,37.59,92.02,70.86,VERY HIGH,7,Yellow,0,0,0,16.75,0.0,0.0
TXN-00000624,CUST-006805,2023-06-12,6841.3,Refund,Branch,Entertainment & Streaming,YouTube Premium,Retail,1,Card Not Present Fraud,88,33.33,94.64,70.86,VERY HIGH,6,Yellow,0,1,0,-7881.59,6841.3,0.0
TXN-00025707,CUST-005581,2023-04-01,9825.05,Deposit,Branch,Retail / General Merchandise,Target,Retail,1,Identity Theft,89,32.62,94.23,70.84,VERY HIGH,6,Yellow,1,0,0,-20161.46,9825.05,10316.3
TXN-00013595,CUST-002936,2024-06-23,3481.47,Withdrawal,API/Open Banking,Online Marketplaces,Alibaba,Retail,1,First Party Fraud,92,30.5,93.17,70.83,VERY HIGH,6,Yellow,1,0,0,-3659.49,0.0,3655.54
TXN-00015706,CUST-002826,2024-05-06,356600.16,Interest Credit,Mobile Banking,Restaurants & Food Delivery,McDonald's,Corporate,1,Phishing,97,21.28,98.11,70.83,VERY HIGH,4,Yellow,1,0,0,-375143.54,0.0,374430.17
TXN-00036091,CUST-004866,2023-01-10,41146.47,Transfer,Branch,Fuel & Petroleum,ExxonMobil,Premium,1,Synthetic Identity,85,36.88,93.92,70.83,VERY HIGH,7,Yellow,0,0,0,81.79,0.0,0.0
TXN-00041407,CUST-004517,2023-04-09,22642.11,Purchase,Mobile Banking,Retail / General Merchandise,Target,Premium,1,First Party Fraud,91,29.08,96.02,70.83,VERY HIGH,5,Yellow,1,0,0,-46031.71,22642.11,23774.22
TXN-00027972,CUST-003397,2024-01-16,612453.16,Payment,Mobile Banking,Hotels & Accommodation,Hilton,Corporate,1,Account Takeover,90,29.08,97.17,70.83,VERY HIGH,5,Yellow,1,0,0,-643688.7,0.0,643075.82
TXN-00045161,CUST-007441,2024-04-17,100036.93,Refund,ATM,Auto & Transportation,Lyft,Premium,1,Mule Account,87,33.33,95.69,70.82,VERY HIGH,6,Yellow,0,1,0,-15205.87,0.0,0.0
TXN-00048932,CUST-004840,2024-01-01,3914.17,Transfer,Mobile Banking,Gaming & Gambling,Unibet,Retail,1,Mule Account,93,30.5,91.96,70.81,VERY HIGH,6,Yellow,0,0,0,7.63,0.0,0.0
TXN-00042183,CUST-006908,2023-10-24,91682.76,Withdrawal,Mobile Banking,Fuel & Petroleum,Chevron,SME,1,SIM Swap,90,31.21,94.58,70.8,VERY HIGH,6,Yellow,0,0,0,-91.79,0.0,0.0
TXN-00008259,CUST-001853,2024-08-30,430763.96,Transfer,Internet Banking,Online Marketplaces,Alibaba,Corporate,1,SIM Swap,87,31.21,98.04,70.79,VERY HIGH,6,Yellow,0,0,0,-429902.84,430763.96,0.0
TXN-00049049,CUST-003464,2024-01-14,3667.83,Transfer,Mobile Banking,Restaurants & Food Delivery,Starbucks,Premium,1,Synthetic Identity,96,25.53,94.11,70.77,VERY HIGH,5,Yellow,1,0,0,-7512.0,3667.83,3851.22
TXN-00008966,CUST-004230,2023-01-01,10241.01,Refund,Internet Banking,Fuel & Petroleum,ExxonMobil,Retail,1,SIM Swap,88,33.33,94.32,70.76,VERY HIGH,6,Yellow,0,1,0,-11797.9,10241.01,0.0
TXN-00036630,CUST-002506,2024-12-22,1411.83,Deposit,Branch,Grocery & Supermarkets,ALDI,Retail,1,Identity Theft,98,24.11,93.3,70.73,VERY HIGH,5,Yellow,1,0,0,-2897.35,1411.83,1482.42
TXN-00016397,CUST-002730,2024-01-23,17707.16,Transfer,Mobile Banking,Financial Services / Money Transfer,Remitly,Premium,1,Authorised Push Payment,97,26.95,91.16,70.73,VERY HIGH,5,Yellow,0,0,0,35.04,0.0,0.0
TXN-00030528,CUST-002760,2024-07-20,5810.13,Transfer,Mobile Banking,Fuel & Petroleum,ExxonMobil,Retail,1,Identity Theft,94,29.08,92.13,70.72,VERY HIGH,5,Yellow,1,0,0,-6089.13,0.0,6100.64
TXN-00036119,CUST-003560,2024-08-02,33185.81,Fee Charge,Internet Banking,Grocery & Supermarkets,Whole Foods,Premium,1,Account Takeover,92,29.08,94.39,70.69,VERY HIGH,5,Yellow,1,0,0,-34911.7,0.0,34845.1
TXN-00037864,CUST-000744,2024-09-19,68277.88,Purchase,Mobile Banking,Gaming & Gambling,Steam,Premium,1,Mule Account,90,29.08,96.72,70.69,VERY HIGH,5,Yellow,0,0,0,-67117.33,68277.88,0.0
TXN-00004922,CUST-001128,2023-02-26,252.03,Purchase,ATM,Entertainment & Streaming,Disney+,Retail,1,SIM Swap,94,29.08,91.95,70.66,VERY HIGH,6,Yellow,1,0,0,-512.86,252.03,264.63
TXN-00014011,CUST-002696,2023-03-24,27642.32,Deposit,Mobile Banking,Hotels & Accommodation,Hilton,Premium,1,Account Takeover,91,31.21,92.95,70.66,VERY HIGH,6,Yellow,0,0,0,-27697.9,27642.32,0.0
TXN-00049940,CUST-004260,2024-03-08,3603.46,Withdrawal,Branch,Financial Services / Money Transfer,Remitly,Retail,1,Identity Theft,93,30.5,91.46,70.66,VERY HIGH,6,Yellow,0,0,0,-3.81,0.0,0.0
TXN-00034339,CUST-003421,2024-07-12,73798.92,Transfer,Mobile Banking,Fuel & Petroleum,ExxonMobil,SME,1,First Party Fraud,88,33.33,93.94,70.65,VERY HIGH,6,Yellow,0,0,0,147.43,0.0,0.0
TXN-00039744,CUST-002763,2023-07-23,20152.63,Deposit,Internet Banking,Gaming & Gambling,Bet365,Premium,1,Mule Account,97,26.95,90.83,70.63,VERY HIGH,5,Yellow,0,0,0,-40.68,0.0,0.0
TXN-00021201,CUST-006304,2023-04-09,93186.0,Purchase,USSD,Retail / General Merchandise,Target,SME,1,Card Not Present Fraud,88,31.91,95.55,70.63,VERY HIGH,6,Yellow,0,0,0,1583.76,0.0,0.0
TXN-00034122,CUST-004764,2024-04-24,10990.81,Withdrawal,Branch,Luxury Goods,Tiffany & Co,Retail,1,Synthetic Identity,85,36.88,93.25,70.63,VERY HIGH,7,Yellow,0,0,0,-11002.27,10990.81,0.0
TXN-00049173,CUST-003649,2023-12-17,26163.2,Fee Charge,Mobile Banking,Electronics & Technology,Flipkart,Premium,1,First Party Fraud,88,33.33,93.84,70.62,VERY HIGH,6,Yellow,0,0,0,-26215.96,26163.2,0.0
TXN-00035072,CUST-003427,2024-09-10,25505.16,Purchase,Call Centre,Financial Services / Money Transfer,Remitly,Premium,1,Friendly Fraud,89,33.33,92.67,70.62,VERY HIGH,6,Yellow,0,0,0,433.19,0.0,0.0
TXN-00002486,CUST-000436,2024-09-24,58444.51,Reversal,POS Terminal,Retail / General Merchandise,Walmart,SME,1,Synthetic Identity,95,26.95,93.09,70.61,VERY HIGH,5,Yellow,0,0,1,-117.37,0.0,0.0
